student_id,source,academic_score,age,attendance_percentage,gender,sleep_hours,social_media_hours,study_hours_per_day
10863,productivity,57.04,25,48.59,Male,6.5,2.14,8.62
10864,productivity,55.02,23,94.36,Female,4.84,2.22,8.46
10865,productivity,50.44,29,51.48,Male,7.55,0.0,5.38
10866,productivity,78.6,25,52.14,Male,9.44,0.6,4.94
10867,productivity,84.42,26,60.68,Female,3.12,1.13,1.17
10868,productivity,94.09,28,71.6,Male,9.95,5.67,2.37
10869,productivity,73.07,18,91.63,Female,6.81,0.94,9.01
10870,productivity,68.22,22,52.02,Female,8.6,1.76,5.49
10871,productivity,87.04,19,84.74,Female,3.83,3.81,9.88
10872,productivity,79.08,27,80.94,Male,5.04,2.68,6.12
10873,productivity,49.42,22,65.95,Female,9.84,6.25,4.09
10874,productivity,89.74,19,86.39,Male,5.02,0.81,3.1
10875,productivity,63.47,24,62.44,Female,5.89,7.85,9.22
10876,productivity,55.35,27,84.85,Male,4.96,6.6,4.02
10877,productivity,61.45,29,44.44,Female,6.28,3.98,1.89
10878,productivity,90.77,20,69.09,Male,4.11,1.01,3.14
10879,productivity,76.36,28,82.82,Female,6.56,0.77,6.63
10880,productivity,47.52,26,60.9,Female,5.09,1.27,1.76
10881,productivity,58.62,22,70.65,Male,8.71,1.44,1.37
10882,productivity,53.71,25,94.24,Male,5.73,6.03,4.85
10883,productivity,53.8,18,48.68,Male,8.55,7.78,1.29
10884,productivity,59.01,18,81.82,Male,7.49,6.05,4.23
10885,productivity,46.54,23,41.12,Male,9.41,6.15,3.57
10886,productivity,71.83,18,76.9,Other,8.67,7.57,4.22
10887,productivity,44.26,18,92.71,Female,9.31,0.78,5.13
10888,productivity,82.07,20,74.69,Female,6.68,0.79,2.26
10889,productivity,99.86,25,68.69,Male,9.39,7.17,4.7
10890,productivity,87.14,24,51.74,Female,4.08,4.41,3.93
10891,productivity,82.62,18,56.13,Male,3.59,1.98,8.06
10892,productivity,62.89,24,97.84,Male,6.68,1.6,7.1
10893,productivity,90.08,20,53.35,Female,8.78,4.86,8.79
10894,productivity,69.04,18,50.1,Male,4.49,5.09,6.86
10895,productivity,61.71,27,68.42,Other,9.78,6.07,1.65
10896,productivity,97.9,26,58.8,Female,4.3,5.17,5.32
10897,productivity,65.4,23,70.25,Female,7.96,5.77,7.55
10898,productivity,68.52,22,69.83,Female,9.41,5.71,8.5
10899,productivity,59.7,26,92.78,Male,9.76,0.41,2.22
10900,productivity,42.81,21,92.55,Male,7.63,5.69,2.62
10901,productivity,93.79,27,51.36,Male,7.02,1.28,8.69
10902,productivity,70.02,17,58.08,Male,3.64,4.01,5.11
10903,productivity,50.68,18,58.59,Female,3.14,2.02,4.8
10904,productivity,75.26,24,82.36,Female,9.9,5.44,5.19
10905,productivity,84.89,17,90.03,Male,4.92,2.41,2.15
10906,productivity,63.16,19,82.86,Female,3.51,7.3,6.46
10907,productivity,50.58,18,53.61,Male,6.77,0.38,8.18
10908,productivity,50.09,21,69.62,Female,5.19,3.78,8.45
10909,productivity,69.42,20,72.6,Male,5.5,3.42,0.79
10910,productivity,89.77,29,71.72,Male,5.48,1.53,7.29
10911,productivity,73.56,23,88.35,Male,4.74,0.56,1.37
10912,productivity,86.9,21,57.62,Male,9.77,1.81,9.69
10913,productivity,42.89,24,41.42,Male,4.86,1.04,5.08
10914,productivity,95.57,20,95.82,Male,6.9,1.49,7.87
10915,productivity,77.07,28,51.56,Male,4.67,6.87,6.41
10916,productivity,86.01,22,45.49,Male,8.33,5.8,9.54
10917,productivity,95.86,20,61.79,Male,4.6,1.13,9.75
10918,productivity,73.74,18,80.26,Female,7.3,7.21,3.15
10919,productivity,57.66,17,90.1,Female,8.84,7.1,5.09
10920,productivity,60.7,17,81.57,Male,4.9,2.01,5.29
10921,productivity,54.44,24,84.38,Male,8.62,0.38,2.19
10922,productivity,64.04,20,80.6,Female,3.65,5.55,9.09
10923,productivity,58.52,21,79.78,Male,3.81,4.66,3.82
10924,productivity,85.52,27,90.98,Female,5.8,3.0,1.33
10925,productivity,42.98,24,51.31,Male,5.85,0.38,1.97
10926,productivity,58.04,28,44.04,Male,6.62,1.04,5.38
10927,productivity,42.89,23,77.33,Male,3.17,4.81,8.88
10928,productivity,59.86,29,82.98,Male,3.82,5.37,6.47
10929,productivity,42.31,24,41.41,Female,3.07,1.65,2.54
10930,productivity,93.61,29,80.44,Male,9.68,3.58,3.32
10931,productivity,89.32,24,63.03,Other,5.19,7.0,9.77
10932,productivity,44.71,22,80.83,Male,7.82,1.92,1.0
10933,productivity,98.16,26,74.53,Female,7.26,7.0,9.95
10934,productivity,77.05,18,61.13,Male,8.07,2.31,9.11
10935,productivity,52.84,22,96.32,Male,9.18,6.87,6.95
10936,productivity,67.88,17,47.12,Female,4.63,4.62,9.46
10937,productivity,56.21,17,53.71,Male,5.98,6.03,1.95
10938,productivity,62.16,27,51.97,Female,5.3,2.72,9.45
10939,productivity,64.02,19,46.42,Male,3.58,1.11,2.52
10940,productivity,52.23,19,54.04,Female,3.22,1.19,5.69
10941,productivity,64.33,27,78.78,Male,8.35,1.32,5.14
10942,productivity,62.55,29,55.63,Female,3.9,1.61,5.37
10943,productivity,44.52,21,64.17,Female,3.11,7.06,3.04
10944,productivity,78.17,17,91.51,Female,6.07,3.92,7.92
10945,productivity,97.81,26,82.7,Male,5.26,1.77,7.55
10946,productivity,86.68,22,99.53,Female,3.46,5.02,9.56
10947,productivity,93.15,23,46.59,Other,3.36,0.67,5.32
10948,productivity,40.08,26,53.14,Female,9.39,1.47,5.71
10949,productivity,99.34,28,83.96,Female,9.58,4.43,9.08
10950,productivity,79.38,29,56.48,Male,6.38,3.88,9.23
10951,productivity,83.95,27,53.41,Male,8.94,1.78,6.67
10952,productivity,43.91,19,79.25,Female,8.6,0.38,8.29
10953,productivity,83.97,20,51.99,Female,7.06,4.81,5.3
10954,productivity,49.24,26,42.97,Male,8.26,7.08,4.19
10955,productivity,69.34,27,52.78,Male,9.51,6.15,8.71
10956,productivity,90.34,26,46.42,Female,6.96,1.61,7.88
10957,productivity,95.41,28,49.03,Male,6.58,5.58,2.8
10958,productivity,47.96,26,79.8,Male,3.02,1.85,0.95
10959,productivity,75.38,26,46.83,Other,6.79,6.12,5.87
10960,productivity,92.42,26,65.69,Female,8.72,6.04,8.5
10961,productivity,93.31,19,91.43,Female,8.33,1.77,2.85
10962,productivity,67.52,17,44.77,Male,7.52,0.16,7.79
10963,productivity,71.23,24,65.4,Male,3.17,4.18,4.43
10964,productivity,89.25,29,99.69,Female,9.48,5.05,3.69
10965,productivity,42.62,26,89.73,Female,6.0,2.19,2.14
10966,productivity,76.77,26,47.17,Male,7.0,3.35,9.38
10967,productivity,95.82,18,41.01,Female,5.78,3.67,2.64
10968,productivity,73.04,17,58.21,Female,5.44,5.83,3.15
10969,productivity,52.91,24,93.11,Male,6.57,1.56,3.65
10970,productivity,91.0,23,43.29,Male,6.46,0.74,3.2
10971,productivity,65.76,23,55.0,Male,5.49,2.16,2.05
10972,productivity,59.41,20,92.44,Female,8.63,3.98,3.87
10973,productivity,52.49,27,69.9,Male,3.35,1.11,4.98
10974,productivity,43.14,25,47.07,Male,3.82,1.83,5.74
10975,productivity,70.68,22,69.44,Male,3.58,3.97,1.99
10976,productivity,69.35,18,53.22,Female,6.95,5.77,7.9
10977,productivity,53.34,17,45.19,Male,5.89,0.21,3.46
10978,productivity,62.89,17,86.46,Female,6.16,4.57,9.22
10979,productivity,57.58,25,74.91,Female,7.04,3.07,3.63
10980,productivity,64.18,20,99.35,Female,5.27,4.5,8.7
10981,productivity,88.6,21,62.89,Female,4.28,5.12,3.85
10982,productivity,42.14,19,69.82,Female,5.15,0.3,5.31
10983,productivity,79.78,20,48.8,Female,9.96,4.31,4.04
10984,productivity,80.11,28,89.77,Male,9.67,7.56,4.18
10985,productivity,53.96,24,52.4,Female,9.7,3.38,6.38
10986,productivity,44.79,29,55.38,Female,3.19,7.3,7.08
10987,productivity,81.53,20,94.06,Other,3.63,7.77,8.77
10988,productivity,66.77,25,83.13,Male,3.32,4.96,5.91
10989,productivity,87.53,25,63.98,Male,8.71,4.14,2.56
10990,productivity,73.9,22,43.98,Female,9.94,6.18,9.9
10991,productivity,64.98,18,66.8,Male,6.8,6.31,7.0
10992,productivity,59.94,28,86.8,Female,7.91,4.99,4.06
10993,productivity,71.75,26,98.02,Other,5.47,0.0,9.7
10994,productivity,57.95,27,40.6,Female,8.36,5.22,9.61
10995,productivity,86.74,23,51.33,Male,7.59,7.05,1.26
10996,productivity,73.36,25,70.43,Male,8.61,0.54,0.69
10997,productivity,56.61,22,64.25,Female,6.5,2.39,0.92
10998,productivity,62.64,19,96.32,Female,4.36,6.86,7.01
10999,productivity,77.27,23,68.76,Female,6.33,5.0,7.25
11000,productivity,72.67,21,92.97,Female,5.18,0.91,7.38
11001,productivity,41.58,17,85.07,Female,7.86,4.77,6.49
11002,productivity,40.49,19,58.57,Male,3.96,4.94,3.21
11003,productivity,42.87,21,56.12,Female,5.32,0.88,2.09
11004,productivity,67.04,23,54.75,Male,3.05,1.38,9.31
11005,productivity,54.94,19,89.29,Male,8.71,4.67,9.17
11006,productivity,92.66,22,42.09,Female,5.85,3.3,2.8
11007,productivity,64.68,21,48.74,Female,8.43,1.85,2.1
11008,productivity,43.67,29,54.81,Female,3.68,5.02,4.07
11009,productivity,41.66,17,70.5,Male,4.36,0.88,0.96
11010,productivity,79.91,26,65.25,Male,8.95,0.91,2.04
11011,productivity,79.91,22,59.14,Male,7.17,0.08,4.11
11012,productivity,50.13,24,98.46,Female,3.04,5.23,2.77
11013,productivity,59.56,29,70.58,Male,9.34,7.45,7.5
11014,productivity,66.4,29,57.79,Female,9.88,0.16,9.1
11015,productivity,56.36,17,92.36,Female,7.63,3.21,9.14
11016,productivity,58.52,18,91.57,Male,8.09,1.4,6.24
11017,productivity,53.59,20,49.96,Female,3.94,5.17,7.18
11018,productivity,86.11,28,98.24,Female,8.36,3.58,5.19
11019,productivity,87.19,18,80.06,Female,3.69,4.72,1.89
11020,productivity,95.07,27,78.55,Female,9.23,6.72,6.53
11021,productivity,98.79,25,76.55,Male,6.53,4.55,3.82
11022,productivity,90.2,26,71.27,Female,3.99,4.29,0.56
11023,productivity,65.56,24,59.85,Female,3.62,1.15,5.96
11024,productivity,49.41,24,46.82,Male,6.08,3.7,2.38
11025,productivity,42.1,20,54.98,Female,3.04,5.02,8.92
11026,productivity,57.14,21,40.48,Female,9.73,5.65,9.37
11027,productivity,44.54,20,93.19,Male,4.19,0.66,2.04
11028,productivity,46.09,29,85.47,Female,5.94,5.48,0.78
11029,productivity,57.91,25,65.86,Male,7.25,1.57,0.54
11030,productivity,61.46,29,84.15,Male,7.72,5.29,9.17
11031,productivity,52.58,18,73.86,Female,6.95,2.24,1.94
11032,productivity,72.24,29,81.17,Female,4.25,4.73,4.64
11033,productivity,43.76,27,77.64,Female,6.3,1.24,1.04
11034,productivity,43.89,24,94.48,Male,5.26,7.68,4.05
11035,productivity,86.69,18,40.74,Female,3.63,5.61,7.96
11036,productivity,58.2,17,44.05,Male,5.71,2.04,4.36
11037,productivity,94.47,26,72.89,Female,7.26,6.65,7.87
11038,productivity,93.98,19,41.61,Female,3.71,7.66,7.04
11039,productivity,65.17,25,75.69,Female,4.15,4.34,5.41
11040,productivity,65.14,28,62.02,Male,3.6,2.79,7.51
11041,productivity,75.53,19,70.89,Female,3.01,1.51,8.85
11042,productivity,55.56,25,71.62,Female,9.56,4.94,8.03
11043,productivity,40.53,23,42.81,Male,8.87,2.0,7.07
11044,productivity,45.28,29,46.26,Male,4.62,7.09,7.17
11045,productivity,62.76,26,67.44,Female,7.04,2.18,2.03
11046,productivity,70.51,17,63.7,Female,8.61,0.85,9.53
11047,productivity,97.76,26,86.32,Male,5.57,7.91,2.45
11048,productivity,85.87,21,63.04,Male,8.17,3.1,3.82
11049,productivity,49.19,25,72.31,Female,9.08,5.25,5.42
11050,productivity,87.6,28,40.4,Male,6.49,2.13,1.7
11051,productivity,67.96,19,76.44,Female,9.22,2.0,6.14
11052,productivity,75.1,25,40.79,Male,4.47,3.44,2.24
11053,productivity,70.92,21,82.4,Female,9.31,6.78,9.27
11054,productivity,82.39,25,95.18,Female,8.64,4.51,8.94
11055,productivity,67.55,26,42.86,Female,8.88,4.2,5.67
11056,productivity,51.24,22,63.79,Female,3.03,3.08,4.77
11057,productivity,76.59,25,65.27,Male,7.65,1.98,1.47
11058,productivity,61.11,23,60.71,Male,5.8,6.09,8.32
11059,productivity,70.72,23,41.08,Male,7.23,0.12,4.1
11060,productivity,71.53,24,61.3,Male,3.59,7.5,2.84
11061,productivity,79.23,23,51.19,Other,4.66,6.16,9.96
11062,productivity,64.9,28,51.34,Female,5.46,2.56,6.85
11063,productivity,76.48,25,41.85,Male,8.03,6.7,1.2
11064,productivity,56.24,27,47.35,Male,6.87,2.72,8.11
11065,productivity,59.31,25,61.88,Male,3.1,2.54,7.63
11066,productivity,58.03,22,71.0,Male,5.34,2.46,4.31
11067,productivity,59.34,23,54.48,Female,9.58,3.21,1.68
11068,productivity,54.49,18,95.05,Male,4.26,6.61,5.23
11069,productivity,77.68,25,67.64,Male,4.66,2.08,7.75
11070,productivity,92.85,28,45.29,Male,5.15,4.95,1.22
11071,productivity,99.22,29,54.28,Female,4.88,1.32,2.05
11072,productivity,80.01,17,61.12,Female,3.85,7.91,6.38
11073,productivity,66.22,17,83.4,Female,5.19,1.78,5.82
11074,productivity,90.33,19,45.82,Male,6.78,6.66,9.1
11075,productivity,63.58,28,50.04,Female,7.73,1.88,8.24
11076,productivity,47.02,22,77.79,Female,7.5,3.58,9.23
11077,productivity,74.4,21,60.46,Male,4.14,2.08,4.93
11078,productivity,59.09,18,78.44,Male,7.3,5.91,7.98
11079,productivity,52.32,25,73.88,Male,5.51,5.3,0.96
11080,productivity,79.17,29,56.51,Male,8.75,0.94,3.3
11081,productivity,68.06,26,75.87,Male,5.54,6.41,6.62
11082,productivity,72.47,20,80.86,Female,9.84,7.19,7.75
11083,productivity,92.47,20,99.61,Male,7.3,0.53,5.92
11084,productivity,67.1,21,53.93,Female,6.0,0.78,5.07
11085,productivity,46.43,24,51.78,Male,6.52,0.48,2.72
11086,productivity,95.51,26,80.1,Female,4.23,2.08,2.15
11087,productivity,70.76,20,63.64,Female,7.76,7.5,8.82
11088,productivity,88.88,21,71.01,Other,9.74,1.52,1.85
11089,productivity,55.8,28,63.13,Male,6.6,7.69,4.64
11090,productivity,72.16,20,43.43,Male,9.95,2.42,8.94
11091,productivity,86.84,22,71.08,Female,4.05,6.2,1.9
11092,productivity,48.07,28,60.76,Male,7.46,4.74,1.71
11093,productivity,79.65,19,66.01,Female,7.75,1.78,7.08
11094,productivity,77.74,24,68.47,Other,5.18,6.9,3.65
11095,productivity,74.27,22,87.52,Female,5.46,0.35,4.64
11096,productivity,40.04,26,98.82,Male,9.62,0.09,6.44
11097,productivity,89.15,21,92.18,Female,7.28,3.48,4.1
11098,productivity,90.89,29,64.82,Other,8.47,3.36,8.1
11099,productivity,70.05,18,56.16,Female,8.08,5.27,9.71
11100,productivity,84.06,26,63.39,Male,7.28,0.25,9.36
11101,productivity,72.48,26,88.6,Female,3.34,5.46,5.68
11102,productivity,53.36,23,87.52,Other,7.64,4.36,3.87
11103,productivity,48.08,18,87.16,Female,5.41,2.62,4.62
11104,productivity,62.32,17,59.47,Male,6.28,3.81,3.64
11105,productivity,75.45,23,70.87,Female,8.96,0.53,4.7
11106,productivity,78.52,21,92.92,Female,9.78,3.56,0.62
11107,productivity,69.26,17,63.23,Male,7.86,4.37,1.02
11108,productivity,78.2,20,70.13,Female,4.62,5.15,7.83
11109,productivity,44.01,28,65.62,Female,5.22,0.07,3.68
11110,productivity,61.76,29,48.16,Female,3.97,6.14,8.05
11111,productivity,47.8,20,90.3,Female,7.06,2.41,5.06
11112,productivity,86.14,26,70.53,Male,9.51,2.87,8.16
11113,productivity,66.56,23,90.43,Female,8.68,6.0,6.8
11114,productivity,84.98,25,69.52,Male,6.81,7.87,2.41
11115,productivity,61.84,18,54.92,Female,9.59,4.36,4.75
11116,productivity,64.53,28,42.38,Male,9.28,0.85,7.19
11117,productivity,46.76,17,68.31,Female,5.53,5.06,3.64
11118,productivity,41.28,18,71.98,Female,6.85,8.0,2.34
11119,productivity,69.1,23,64.48,Female,5.07,0.02,5.63
11120,productivity,41.32,29,62.32,Male,3.06,0.41,3.1
11121,productivity,58.95,26,52.14,Female,6.16,3.55,6.15
11122,productivity,80.86,22,90.79,Other,8.25,0.11,3.08
11123,productivity,75.31,20,55.66,Female,7.44,2.63,9.11
11124,productivity,64.68,17,79.94,Male,9.49,1.71,3.77
11125,productivity,56.83,29,95.92,Male,7.8,4.78,9.12
11126,productivity,93.24,17,41.63,Female,3.99,1.74,3.16
11127,productivity,49.4,21,88.76,Male,4.87,2.38,6.24
11128,productivity,51.39,17,94.35,Female,3.88,7.5,1.74
11129,productivity,91.77,28,42.9,Female,8.56,5.21,7.89
11130,productivity,43.5,23,89.23,Other,9.65,6.22,2.4
11131,productivity,45.91,29,66.11,Male,4.58,4.28,8.71
11132,productivity,64.02,27,56.55,Female,8.36,0.87,4.8
11133,productivity,58.57,17,43.07,Male,6.06,3.55,1.4
11134,productivity,63.45,17,95.92,Male,5.49,1.69,3.95
11135,productivity,56.4,18,77.69,Male,9.91,2.11,7.91
11136,productivity,41.01,29,51.09,Female,5.42,6.73,1.22
11137,productivity,57.98,27,82.18,Female,7.63,7.15,6.44
11138,productivity,66.35,28,81.46,Male,7.99,1.79,5.32
11139,productivity,72.78,26,93.79,Male,8.41,3.55,3.44
11140,productivity,80.97,19,88.64,Female,9.03,7.75,7.68
11141,productivity,83.76,29,61.48,Female,6.96,4.9,1.0
11142,productivity,97.88,27,70.45,Female,7.23,6.46,5.23
11143,productivity,67.28,17,88.02,Other,7.98,4.32,5.32
11144,productivity,52.6,25,69.82,Female,4.04,3.9,1.32
11145,productivity,80.66,26,87.85,Male,4.4,5.8,1.79
11146,productivity,45.11,24,88.28,Male,8.35,2.55,4.39
11147,productivity,66.65,21,96.83,Female,3.94,5.14,5.6
11148,productivity,95.96,29,46.86,Female,7.82,4.15,1.01
11149,productivity,95.56,27,74.93,Male,3.23,5.81,0.61
11150,productivity,48.56,18,55.81,Female,5.36,1.1,2.33
11151,productivity,80.71,21,95.96,Male,7.64,5.4,5.13
11152,productivity,88.02,22,90.06,Female,7.95,5.11,0.88
11153,productivity,95.32,17,57.8,Female,7.41,7.23,7.47
11154,productivity,75.75,27,97.7,Male,6.09,3.01,1.94
11155,productivity,78.25,20,73.47,Male,4.78,6.83,7.84
11156,productivity,40.97,25,77.81,Male,7.29,0.28,2.44
11157,productivity,47.66,18,56.3,Female,4.29,2.26,3.79
11158,productivity,47.96,21,55.47,Female,3.42,0.75,5.05
11159,productivity,69.0,17,98.43,Female,3.14,2.0,3.8
11160,productivity,92.9,20,42.8,Male,4.87,2.7,0.72
11161,productivity,55.3,20,82.47,Male,3.21,4.95,9.13
11162,productivity,67.84,22,46.65,Male,4.74,0.51,3.22
11163,productivity,79.85,26,68.51,Male,5.03,1.68,1.79
11164,productivity,87.66,25,68.26,Male,5.41,5.81,1.76
11165,productivity,87.37,19,88.84,Male,7.99,5.5,9.76
11166,productivity,46.92,25,55.65,Male,6.09,4.62,1.67
11167,productivity,97.18,22,48.94,Female,9.9,5.64,3.79
11168,productivity,84.95,23,81.63,Female,9.63,5.77,1.14
11169,productivity,96.25,28,74.26,Male,9.87,1.67,7.49
11170,productivity,44.45,26,75.93,Female,5.89,4.25,6.17
11171,productivity,47.57,18,64.1,Male,3.31,5.73,5.57
11172,productivity,95.01,27,57.68,Female,9.02,5.35,8.63
11173,productivity,65.0,26,84.34,Female,6.04,3.75,5.95
11174,productivity,78.81,22,81.77,Male,7.49,3.43,9.58
11175,productivity,84.81,22,90.82,Male,8.9,2.03,6.42
11176,productivity,57.43,18,87.5,Male,7.25,3.09,3.87
11177,productivity,40.05,18,74.66,Female,8.16,5.3,0.85
11178,productivity,98.52,18,89.89,Female,4.74,3.17,7.39
11179,productivity,97.14,26,55.52,Male,4.37,4.58,4.05
11180,productivity,91.16,28,76.67,Male,6.89,7.55,6.19
11181,productivity,57.7,17,59.96,Female,7.47,0.38,8.83
11182,productivity,46.44,21,86.26,Male,9.1,6.04,0.57
11183,productivity,74.37,24,95.82,Male,8.75,5.82,7.72
11184,productivity,50.4,18,82.91,Female,9.92,4.04,4.64
11185,productivity,65.68,29,57.52,Male,9.76,1.17,1.68
11186,productivity,66.17,21,55.28,Female,7.36,2.85,6.03
11187,productivity,58.28,28,46.8,Other,6.52,2.48,5.56
11188,productivity,88.29,24,81.54,Male,8.32,5.7,8.5
11189,productivity,80.25,26,96.33,Female,4.83,4.02,5.45
11190,productivity,50.99,21,55.55,Female,5.47,2.81,8.36
11191,productivity,41.76,18,99.32,Female,8.37,5.13,5.67
11192,productivity,46.74,19,72.62,Male,9.65,2.06,4.75
11193,productivity,49.65,22,83.38,Female,9.27,5.13,4.03
11194,productivity,54.3,27,53.58,Other,3.51,7.8,2.15
11195,productivity,90.34,27,48.43,Female,4.62,1.65,6.05
11196,productivity,94.24,21,99.51,Female,4.91,0.78,5.67
11197,productivity,41.79,27,61.13,Female,5.68,7.43,9.77
11198,productivity,77.45,20,51.95,Female,3.5,2.87,4.42
11199,productivity,70.86,20,90.32,Male,4.62,5.33,4.5
11200,productivity,40.55,21,44.78,Female,8.01,2.79,2.06
11201,productivity,93.58,18,47.79,Female,4.71,6.63,6.18
11202,productivity,70.55,25,88.8,Male,9.6,3.92,8.55
11203,productivity,86.89,18,68.53,Male,5.96,2.5,2.86
11204,productivity,45.37,26,56.29,Female,3.7,6.54,0.59
11205,productivity,72.63,18,66.05,Male,8.9,2.07,7.07
11206,productivity,80.66,26,98.52,Male,9.41,5.81,0.8
11207,productivity,99.5,25,52.48,Male,9.5,2.62,4.39
11208,productivity,66.85,19,45.76,Other,6.46,3.58,6.32
11209,productivity,46.56,26,95.61,Male,9.44,5.01,4.17
11210,productivity,93.89,23,53.78,Female,7.96,5.23,2.98
11211,productivity,72.38,20,95.99,Male,4.37,3.74,8.09
11212,productivity,94.47,29,61.18,Female,6.73,1.15,3.36
11213,productivity,83.92,29,41.36,Female,6.03,6.02,2.21
11214,productivity,79.82,22,68.81,Female,6.16,7.08,4.19
11215,productivity,92.06,20,52.07,Female,5.89,7.33,1.75
11216,productivity,89.97,26,67.57,Female,4.23,0.79,7.06
11217,productivity,55.52,23,73.17,Female,5.73,5.75,7.25
11218,productivity,51.73,17,76.77,Male,6.58,1.67,0.64
11219,productivity,94.93,19,96.56,Female,5.0,0.82,7.1
11220,productivity,89.33,29,89.7,Female,4.24,0.57,3.34
11221,productivity,76.74,19,40.55,Male,4.39,0.03,6.73
11222,productivity,81.57,17,93.42,Female,4.35,7.38,7.21
11223,productivity,64.26,22,52.44,Female,6.13,4.84,3.14
11224,productivity,47.47,29,54.9,Male,4.46,4.83,2.26
11225,productivity,58.71,27,88.93,Female,8.02,6.49,8.35
11226,productivity,51.15,25,70.78,Female,5.35,6.89,7.52
11227,productivity,40.41,24,64.67,Male,9.58,0.04,8.45
11228,productivity,88.34,27,40.02,Male,3.44,6.04,4.64
11229,productivity,77.63,23,58.62,Other,5.17,3.11,4.84
11230,productivity,82.71,26,77.01,Female,8.17,2.62,3.77
11231,productivity,50.05,24,45.53,Male,7.79,5.96,5.24
11232,productivity,79.24,22,73.15,Female,5.94,3.44,6.64
11233,productivity,44.26,25,40.75,Female,9.09,7.89,8.24
11234,productivity,63.17,19,79.73,Female,3.5,6.74,2.24
11235,productivity,80.47,26,43.37,Female,6.56,1.53,4.35
11236,productivity,85.33,26,43.99,Female,4.4,4.11,4.88
11237,productivity,48.75,25,83.28,Female,5.62,5.63,5.14
11238,productivity,60.31,20,83.71,Female,7.89,2.66,5.65
11239,productivity,99.92,23,52.11,Other,3.69,1.34,8.12
11240,productivity,79.79,29,45.63,Female,3.31,3.52,8.92
11241,productivity,71.81,25,87.05,Female,5.95,0.99,2.01
11242,productivity,88.72,18,86.33,Female,4.9,1.89,7.27
11243,productivity,58.14,18,51.99,Male,8.04,5.76,5.05
11244,productivity,70.92,25,57.6,Female,3.46,3.24,4.47
11245,productivity,81.01,28,53.11,Male,9.77,3.51,1.58
11246,productivity,42.97,29,72.88,Male,7.35,5.03,1.11
11247,productivity,60.12,19,78.74,Female,6.51,3.05,9.79
11248,productivity,53.25,25,96.64,Female,5.89,3.56,6.6
11249,productivity,50.13,29,52.24,Female,8.24,6.03,4.8
11250,productivity,72.62,21,71.69,Female,5.49,4.19,7.74
11251,productivity,75.72,22,46.83,Male,8.44,6.69,1.37
11252,productivity,94.17,18,68.51,Other,7.97,5.28,6.27
11253,productivity,94.52,24,87.37,Male,6.86,3.71,6.78
11254,productivity,78.47,27,58.64,Female,9.22,7.29,4.79
11255,productivity,44.1,25,75.49,Male,5.42,3.33,2.9
11256,productivity,40.14,18,80.33,Female,3.4,7.65,9.57
11257,productivity,69.98,22,50.43,Male,5.63,7.07,3.36
11258,productivity,69.97,22,42.38,Female,9.13,2.49,1.69
11259,productivity,93.21,24,50.56,Male,3.54,0.18,6.49
11260,productivity,83.0,26,73.28,Male,8.34,2.26,5.96
11261,productivity,64.69,28,75.07,Male,8.78,3.69,7.67
11262,productivity,59.81,21,79.71,Female,6.0,7.18,7.66
11263,productivity,42.76,25,72.04,Other,4.36,1.61,6.39
11264,productivity,95.48,17,67.43,Male,5.49,7.65,2.47
11265,productivity,85.05,25,92.4,Female,5.79,7.85,8.93
11266,productivity,63.55,26,54.01,Female,9.53,3.8,2.86
11267,productivity,44.07,23,70.16,Male,4.99,1.17,1.39
11268,productivity,96.72,20,74.12,Male,9.81,6.07,3.36
11269,productivity,97.22,19,47.19,Male,3.76,2.79,5.09
11270,productivity,46.86,26,93.76,Male,9.82,2.64,2.47
11271,productivity,94.42,27,79.42,Male,4.56,0.8,3.67
11272,productivity,81.19,22,42.61,Male,4.17,7.81,5.38
11273,productivity,84.45,28,43.91,Male,3.84,7.15,3.57
11274,productivity,66.1,29,89.81,Female,5.21,2.36,1.35
11275,productivity,65.24,17,53.55,Female,7.32,0.51,2.37
11276,productivity,60.94,19,86.37,Female,7.66,3.88,8.04
11277,productivity,65.28,18,74.77,Female,5.59,1.4,9.57
11278,productivity,74.66,27,91.75,Male,4.62,3.94,1.91
11279,productivity,51.37,29,76.44,Male,9.97,6.2,6.97
11280,productivity,76.79,25,78.15,Male,4.89,2.99,9.1
11281,productivity,50.56,19,90.4,Female,5.65,4.62,3.34
11282,productivity,51.41,29,72.92,Female,6.37,4.39,8.38
11283,productivity,73.15,18,62.02,Male,8.18,3.21,9.1
11284,productivity,52.12,20,88.74,Male,4.06,7.74,3.35
11285,productivity,80.24,18,62.4,Female,4.86,2.73,1.04
11286,productivity,75.65,17,85.9,Female,9.98,0.27,9.21
11287,productivity,93.82,22,74.38,Male,8.78,6.77,3.64
11288,productivity,96.8,26,76.56,Male,6.11,7.45,0.63
11289,productivity,40.74,24,63.33,Female,3.76,3.88,5.01
11290,productivity,63.4,26,78.13,Male,9.07,0.66,1.6
11291,productivity,97.62,26,60.69,Female,8.48,0.71,9.07
11292,productivity,50.26,18,74.91,Female,7.06,4.54,1.97
11293,productivity,84.44,25,46.87,Female,5.83,0.95,3.39
11294,productivity,86.84,29,97.01,Male,9.55,1.57,8.01
11295,productivity,74.86,19,43.44,Male,5.07,6.25,8.16
11296,productivity,70.61,24,40.86,Male,5.25,1.77,9.06
11297,productivity,40.26,28,76.17,Female,9.13,3.09,5.23
11298,productivity,87.06,24,76.46,Female,7.38,2.98,9.87
